feature,feature_group,source,source_column,included,reason,non_null_count,coverage_rate,nunique,all_missing,constant,all_in_set,model_use,feature_label_ko,asof_rule
news_text_v2_market_stress_ratio_30d,nlp,features/nlp_final/nlp_final_features.parquet,news_text_v2_market_stress_ratio_30d,True,materialized_row_level_nlp_feature,881,0.4132270168855534,518,False,False,all_in_finbert_60d,,,
search_kau_intensity_level,nlp,features/nlp_final/nlp_final_features.parquet,search_kau_intensity_level,True,materialized_row_level_nlp_feature,2124,0.9962476547842402,754,False,False,all_in_finbert_60d,,,
search_kau_intensity_shock,nlp,features/nlp_final/nlp_final_features.parquet,search_kau_intensity_shock,True,materialized_row_level_nlp_feature,2124,0.9962476547842402,2114,False,False,all_in_finbert_60d,,,
search_kau_intensity_percentile_60d,nlp,features/nlp_final/nlp_final_features.parquet,search_kau_intensity_percentile_60d,True,materialized_row_level_nlp_feature,2124,0.9962476547842402,120,False,False,all_in_finbert_60d,,,
search_kau_intensity_ratio_20d,nlp,features/nlp_final/nlp_final_features.parquet,search_kau_intensity_ratio_20d,True,materialized_row_level_nlp_feature,2124,0.9962476547842402,2124,False,False,all_in_finbert_60d,,,
gov_policy_tightening_index,nlp,features/nlp_final/nlp_final_features.parquet,gov_policy_tightening_index,True,materialized_row_level_nlp_feature,2132,1.0,1545,False,False,all_in_finbert_60d,,,
gov_compliance_policy_attention,nlp,features/nlp_final/nlp_final_features.parquet,gov_compliance_policy_attention,True,materialized_row_level_nlp_feature,2132,1.0,2132,False,False,all_in_finbert_60d,,,
krx_msr_event_indicator,nlp,features/nlp_final/nlp_final_features.parquet,krx_msr_event_indicator,True,materialized_row_level_nlp_feature,2132,1.0,1,False,True,all_in_finbert_60d,,,
news_text_tightening_minus_easing_60d,nlp,features/nlp_final/nlp_final_features.parquet,news_text_tightening_minus_easing_60d,True,materialized_row_level_nlp_feature,2116,0.9924953095684804,67,False,False,all_in_finbert_60d,,,
news_text_tightening_minus_easing_30d,nlp,features/nlp_final/nlp_final_features.parquet,news_text_tightening_minus_easing_30d,True,materialized_row_level_nlp_feature,2116,0.9924953095684804,53,False,False,all_in_finbert_60d,,,
fuel_period,fuel,raw.commodities_monthly,period,True,db_time_indexed_asof_join,2132,1.0,4,False,False,all_in_finbert_60d,,,
fuel_lng_japan,fuel,raw.commodities_monthly,lng_japan,True,db_time_indexed_asof_join,2132,1.0,127,False,False,all_in_finbert_60d,,,
fuel_natgas_europe,fuel,raw.commodities_monthly,natgas_europe,True,db_time_indexed_asof_join,2132,1.0,127,False,False,all_in_finbert_60d,,,
fuel_coal_newcastle,fuel,raw.commodities_monthly,coal_newcastle,True,db_time_indexed_asof_join,2132,1.0,127,False,False,all_in_finbert_60d,,,
pwr_fuel_price_nuclear_krw_per_k,pwr,raw.epsis_fuel_cost_monthly,fuel_price_nuclear_krw_per_kwh,True,db_time_indexed_asof_join,2128,0.99812382739212,100,False,False,all_in_finbert_60d,,,
pwr_fuel_price_anthracite_krw_pe,pwr,raw.epsis_fuel_cost_monthly,fuel_price_anthracite_krw_per_ton,True,db_time_indexed_asof_join,2128,0.99812382739212,117,False,False,all_in_finbert_60d,,,
pwr_heat_price_nuclear_krw_per_g,pwr,raw.epsis_fuel_cost_monthly,heat_price_nuclear_krw_per_gcal,True,db_time_indexed_asof_join,2128,0.99812382739212,122,False,False,all_in_finbert_60d,,,
pwr_fuel_cost_nuclear_krw_per_kw,pwr,raw.epsis_fuel_cost_monthly,fuel_cost_nuclear_krw_per_kwh,True,db_time_indexed_asof_join,2128,0.99812382739212,100,False,False,all_in_finbert_60d,,,
pwr_installed_capacity_mw,pwr,raw.epsis_power_supply_daily,installed_capacity_mw,True,db_time_indexed_asof_join,2132,1.0,272,False,False,all_in_finbert_60d,,,
pwr_minimum_demand_mw,pwr,raw.epsis_power_supply_daily,minimum_demand_mw,True,db_time_indexed_asof_join,2132,1.0,27,False,False,all_in_finbert_60d,,,
pwr_trade_volume_ppa_total_gwh,pwr,raw.epsis_power_trade_volume_monthly,trade_volume_ppa_total_gwh,True,db_time_indexed_asof_join,2128,0.99812382739212,73,False,False,all_in_finbert_60d,,,
pwr_trade_volume_fuel_cell_gwh,pwr,raw.epsis_power_trade_volume_monthly,trade_volume_fuel_cell_gwh,True,db_time_indexed_asof_join,2128,0.99812382739212,124,False,False,all_in_finbert_60d,,,
pwr_blmp_krw_per_kwh,pwr,raw.epsis_smp_monthly,blmp_krw_per_kwh,True,db_time_indexed_asof_join,2128,0.99812382739212,1,False,True,all_in_finbert_60d,,,
ext_clsprc,ext,raw.eua_daily,clsprc,True,db_time_indexed_asof_join,2132,1.0,1758,False,False,all_in_finbert_60d,,,
ext_opr,ext,raw.eua_daily,opr,True,db_time_indexed_asof_join,2132,1.0,1705,False,False,all_in_finbert_60d,,,
ext_hpr,ext,raw.eua_daily,hpr,True,db_time_indexed_asof_join,2132,1.0,1722,False,False,all_in_finbert_60d,,,
ext_lpr,ext,raw.eua_daily,lpr,True,db_time_indexed_asof_join,2132,1.0,1734,False,False,all_in_finbert_60d,,,
ext_acc_trdvol,ext,raw.eua_daily,acc_trdvol,True,db_time_indexed_asof_join,2132,1.0,1147,False,False,all_in_finbert_60d,,,
ext_period,ext,raw.eua_daily,period,True,db_time_indexed_asof_join,2132,1.0,4,False,False,all_in_finbert_60d,,,
pol_period,pol,raw.gir_additional_allocation,period,True,db_time_indexed_asof_join,2124,0.9962476547842402,1,False,True,all_in_finbert_60d,,,
pol_no,pol,raw.gir_additional_allocation,no,True,db_time_indexed_asof_join,2124,0.9962476547842402,1,False,True,all_in_finbert_60d,,,
pol_allocation_qty,pol,raw.gir_additional_allocation,allocation_qty,True,db_time_indexed_asof_join,2124,0.9962476547842402,3,False,False,all_in_finbert_60d,,,
pol_period_2,pol,raw.gir_borrowing,period,True,db_time_indexed_asof_join,2124,0.9962476547842402,3,False,False,all_in_finbert_60d,,,
pol_no_2,pol,raw.gir_borrowing,no,True,db_time_indexed_asof_join,2124,0.9962476547842402,8,False,False,all_in_finbert_60d,,,
pol_borrowing_qty,pol,raw.gir_borrowing,borrowing_qty,True,db_time_indexed_asof_join,2124,0.9962476547842402,8,False,False,all_in_finbert_60d,,,
pol_period_3,pol,raw.gir_cancelled_allocation,period,True,db_time_indexed_asof_join,2124,0.9962476547842402,3,False,False,all_in_finbert_60d,,,
pol_no_3,pol,raw.gir_cancelled_allocation,no,True,db_time_indexed_asof_join,2124,0.9962476547842402,3,False,False,all_in_finbert_60d,,,
pol_cancelled_qty,pol,raw.gir_cancelled_allocation,cancelled_qty,True,db_time_indexed_asof_join,2124,0.9962476547842402,11,False,False,all_in_finbert_60d,,,
pol_period_4,pol,raw.gir_carryover,period,True,db_time_indexed_asof_join,2124,0.9962476547842402,3,False,False,all_in_finbert_60d,,,
pol_no_4,pol,raw.gir_carryover,no,True,db_time_indexed_asof_join,2124,0.9962476547842402,3,False,False,all_in_finbert_60d,,,
pol_carryover_qty,pol,raw.gir_carryover,carryover_qty,True,db_time_indexed_asof_join,2124,0.9962476547842402,3,False,False,all_in_finbert_60d,,,
pol_banking_qty,pol,raw.gir_carryover,banking_qty,True,db_time_indexed_asof_join,2124,0.9962476547842402,3,False,False,all_in_finbert_60d,,,
pol_period_5,pol,raw.gir_certified_emissions,period,True,db_time_indexed_asof_join,2124,0.9962476547842402,3,False,False,all_in_finbert_60d,,,
pol_no_5,pol,raw.gir_certified_emissions,no,True,db_time_indexed_asof_join,2124,0.9962476547842402,11,False,False,all_in_finbert_60d,,,
pol_certified_emissions_qty,pol,raw.gir_certified_emissions,certified_emissions_qty,True,db_time_indexed_asof_join,2124,0.9962476547842402,11,False,False,all_in_finbert_60d,,,
pol_period_7,pol,raw.gir_early_reduction,period,True,db_time_indexed_asof_join,2132,1.0,1,False,True,all_in_finbert_60d,,,
pol_no_7,pol,raw.gir_early_reduction,no,True,db_time_indexed_asof_join,2132,1.0,1,False,True,all_in_finbert_60d,,,
pol_early_reduction_qty,pol,raw.gir_early_reduction,early_reduction_qty,True,db_time_indexed_asof_join,2132,1.0,1,False,True,all_in_finbert_60d,,,
pol_period_8,pol,raw.gir_offset_issuance,period,True,db_time_indexed_asof_join,2124,0.9962476547842402,3,False,False,all_in_finbert_60d,,,
pol_no_9,pol,raw.gir_offset_issuance,no,True,db_time_indexed_asof_join,2124,0.9962476547842402,11,False,False,all_in_finbert_60d,,,
pol_offset_qty,pol,raw.gir_offset_issuance,offset_qty,True,db_time_indexed_asof_join,2124,0.9962476547842402,11,False,False,all_in_finbert_60d,,,
pol_no_10,pol,raw.gir_pre_allocation,no,True,db_time_indexed_asof_join,2132,1.0,4,False,False,all_in_finbert_60d,,,
pol_period_9,pol,raw.gir_pre_allocation,period,True,db_time_indexed_asof_join,2132,1.0,4,False,False,all_in_finbert_60d,,,
pol_pre_allocation_qty,pol,raw.gir_pre_allocation,pre_allocation_qty,True,db_time_indexed_asof_join,2132,1.0,12,False,False,all_in_finbert_60d,,,
pol_period_11,pol,raw.gir_total_allowance,period,True,db_time_indexed_asof_join,2132,1.0,4,False,False,all_in_finbert_60d,,,
pol_total_emissions,pol,raw.gir_total_allowance,total_emissions,True,db_time_indexed_asof_join,2132,1.0,4,False,False,all_in_finbert_60d,,,
pol_total_allowance_qty,pol,raw.gir_total_allowance,total_allowance_qty,True,db_time_indexed_asof_join,2132,1.0,12,False,False,all_in_finbert_60d,,,
pol_period_13,pol,raw.khnp_allocation,period,True,db_time_indexed_asof_join,1300,0.6097560975609756,2,False,False,all_in_finbert_60d,,,
pol_free_allocation_qty,pol,raw.khnp_allocation,free_allocation_qty,True,db_time_indexed_asof_join,1300,0.6097560975609756,3,False,False,all_in_finbert_60d,,,
wx_station_count,wx,raw.kma_asos_weather_daily,station_count,True,db_time_indexed_asof_join,2132,1.0,1,False,True,all_in_finbert_60d,,,
wx_avg_wind_speed_mps,wx,raw.kma_asos_weather_daily,avg_wind_speed_mps,True,db_time_indexed_asof_join,2132,1.0,294,False,False,all_in_finbert_60d,,,
wx_solar_radiation_mj_m2,wx,raw.kma_asos_weather_daily,solar_radiation_mj_m2,True,db_time_indexed_asof_join,2132,1.0,1955,False,False,all_in_finbert_60d,,,
wx_avg_wind_speed_mps_2,wx,raw.kma_asos_weather_station_daily,avg_wind_speed_mps,True,db_time_indexed_asof_join,2132,1.0,294,False,False,all_in_finbert_60d,,,
wx_solar_radiation_mj_m2_2,wx,raw.kma_asos_weather_station_daily,solar_radiation_mj_m2,True,db_time_indexed_asof_join,2132,1.0,1955,False,False,all_in_finbert_60d,,,
pol_period_14,pol,raw.kogas_emissions,period,True,db_time_indexed_asof_join,2066,0.9690431519699813,3,False,False,all_in_finbert_60d,,,
pol_total_emissions_2,pol,raw.kogas_emissions,total_emissions,True,db_time_indexed_asof_join,2066,0.9690431519699813,9,False,False,all_in_finbert_60d,,,
pol_direct_emissions,pol,raw.kogas_emissions,direct_emissions,True,db_time_indexed_asof_join,2066,0.9690431519699813,9,False,False,all_in_finbert_60d,,,
pol_indirect_emissions,pol,raw.kogas_emissions,indirect_emissions,True,db_time_indexed_asof_join,2066,0.9690431519699813,9,False,False,all_in_finbert_60d,,,
pol_period_15,pol,raw.kospo_emissions,period,True,db_time_indexed_asof_join,2124,0.9962476547842402,3,False,False,all_in_finbert_60d,,,
pol_emissions,pol,raw.kospo_emissions,emissions,True,db_time_indexed_asof_join,2124,0.9962476547842402,10,False,False,all_in_finbert_60d,,,
src_period_2,src,raw.kospo_intensity,period,True,db_time_indexed_asof_join,2123,0.9957786116322702,3,False,False,all_in_finbert_60d,,,
src_intensity,src,raw.kospo_intensity,intensity,True,db_time_indexed_asof_join,2123,0.9957786116322702,81,False,False,all_in_finbert_60d,,,
src_period_3,src,raw.kospo_scope3,period,True,db_time_indexed_asof_join,1052,0.4934333958724202,1,False,True,all_in_finbert_60d,,,
src_no_2,src,raw.kospo_scope3,no,True,db_time_indexed_asof_join,1052,0.4934333958724202,4,False,False,all_in_finbert_60d,,,
src_category_count,src,raw.kospo_scope3,category_count,True,db_time_indexed_asof_join,1052,0.4934333958724202,2,False,False,all_in_finbert_60d,,,
src_scope3_emissions,src,raw.kospo_scope3,scope3_emissions,True,db_time_indexed_asof_join,1052,0.4934333958724202,4,False,False,all_in_finbert_60d,,,
auc_period,auc,raw.krx_auction_monthly,period,True,db_time_indexed_asof_join,1721,0.8072232645403377,3,False,False,all_in_finbert_60d,,,
auc_onewayauct_appl_qty,auc,raw.krx_auction_monthly,onewayauct_appl_qty,True,db_time_indexed_asof_join,1721,0.8072232645403377,34,False,False,all_in_finbert_60d,,,
auc_auct_trd_qty,auc,raw.krx_auction_monthly,auct_trd_qty,True,db_time_indexed_asof_join,1721,0.8072232645403377,78,False,False,all_in_finbert_60d,,,
auc_auct_trd_rto,auc,raw.krx_auction_monthly,auct_trd_rto,True,db_time_indexed_asof_join,1721,0.8072232645403377,57,False,False,all_in_finbert_60d,,,
auc_auct_trd_partc_cnt,auc,raw.krx_auction_monthly,auct_trd_partc_cnt,True,db_time_indexed_asof_join,1721,0.8072232645403377,13,False,False,all_in_finbert_60d,,,
auc_acc_trdcnt,auc,raw.krx_auction_monthly,acc_trdcnt,True,db_time_indexed_asof_join,1721,0.8072232645403377,10,False,False,all_in_finbert_60d,,,
auc_hgst_ord_prc,auc,raw.krx_auction_monthly,hgst_ord_prc,True,db_time_indexed_asof_join,1721,0.8072232645403377,73,False,False,all_in_finbert_60d,,,
auc_lwst_ord_prc,auc,raw.krx_auction_monthly,lwst_ord_prc,True,db_time_indexed_asof_join,1721,0.8072232645403377,60,False,False,all_in_finbert_60d,,,
auc_acc_trdvol,auc,raw.krx_auction_monthly,acc_trdvol,True,db_time_indexed_asof_join,1721,0.8072232645403377,63,False,False,all_in_finbert_60d,,,
auc_clsprc,auc,raw.krx_auction_monthly,clsprc,True,db_time_indexed_asof_join,1721,0.8072232645403377,70,False,False,all_in_finbert_60d,,,
mkt_period,mkt,raw.krx_ets_daily,period,True,db_time_indexed_asof_join,2132,1.0,4,False,False,all_in_finbert_60d,,,
mkt_clsprc,mkt,raw.krx_ets_daily,clsprc,True,db_time_indexed_asof_join,2132,1.0,1107,False,False,all_in_finbert_60d,,,
mkt_chgh,mkt,raw.krx_ets_daily,chgh,True,db_time_indexed_asof_join,2132,1.0,304,False,False,all_in_finbert_60d,,,
mkt_chgh_rt,mkt,raw.krx_ets_daily,chgh_rt,True,db_time_indexed_asof_join,2132,1.0,1020,False,False,all_in_finbert_60d,,,
mkt_opr,mkt,raw.krx_ets_daily,opr,True,db_time_indexed_asof_join,2132,1.0,923,False,False,all_in_finbert_60d,,,
mkt_hpr,mkt,raw.krx_ets_daily,hpr,True,db_time_indexed_asof_join,2132,1.0,922,False,False,all_in_finbert_60d,,,
mkt_lpr,mkt,raw.krx_ets_daily,lpr,True,db_time_indexed_asof_join,2132,1.0,925,False,False,all_in_finbert_60d,,,
mkt_acc_trdvol,mkt,raw.krx_ets_daily,acc_trdvol,True,db_time_indexed_asof_join,2132,1.0,1725,False,False,all_in_finbert_60d,,,
mkt_acc_trdval,mkt,raw.krx_ets_daily,acc_trdval,True,db_time_indexed_asof_join,2132,1.0,2105,False,False,all_in_finbert_60d,,,
mkt_vwap_2,mkt,raw.krx_ets_daily,vwap,True,db_time_indexed_asof_join,2132,1.0,1848,False,False,all_in_finbert_60d,,,
pol_period_16,pol,raw.kwater_emissions,period,True,db_time_indexed_asof_join,2124,0.9962476547842402,3,False,False,all_in_finbert_60d,,,
pol_allowance_qty,pol,raw.kwater_emissions,allowance_qty,True,db_time_indexed_asof_join,2124,0.9962476547842402,10,False,False,all_in_finbert_60d,,,
pol_emissions_qty,pol,raw.kwater_emissions,emissions_qty,True,db_time_indexed_asof_join,2124,0.9962476547842402,10,False,False,all_in_finbert_60d,,,
pol_compliance_qty,pol,raw.kwater_emissions,compliance_qty,True,db_time_indexed_asof_join,2124,0.9962476547842402,10,False,False,all_in_finbert_60d,,,
pol_compliance_rate,pol,raw.kwater_emissions,compliance_rate,True,db_time_indexed_asof_join,1562,0.7326454033771107,1,False,True,all_in_finbert_60d,,,
ext_period_2,ext,raw.macro_indicators,period,True,db_time_indexed_asof_join,2132,1.0,4,False,False,all_in_finbert_60d,,,
ext_kospi,ext,raw.macro_indicators,kospi,True,db_time_indexed_asof_join,2129,0.99859287054409,2112,False,False,all_in_finbert_60d,,,
ext_usdkrw,ext,raw.macro_indicators,usdkrw,True,db_time_indexed_asof_join,2127,0.99765478424015,2056,False,False,all_in_finbert_60d,,,
ext_value,ext,raw.macro_market_indicator_daily,value,True,db_time_indexed_asof_join,2132,1.0,2132,False,False,all_in_finbert_60d,,,
fuel_period_2,fuel,raw.oil_daily,period,True,db_time_indexed_asof_join,2132,1.0,4,False,False,all_in_finbert_60d,,,
fuel_wti,fuel,raw.oil_daily,wti,True,db_time_indexed_asof_join,2131,0.99953095684803,1744,False,False,all_in_finbert_60d,,,
fuel_brent,fuel,raw.oil_daily,brent,True,db_time_indexed_asof_join,2132,1.0,1728,False,False,all_in_finbert_60d,,,
nlp_finbert_neg_60d,nlp_finbert,runpod_gpu_inference,nlp_kfinbert_neg_prob_mean_60d,True,selected_finbert_60d_sentiment_feature,919,0.4310506566604127,820,False,False,all_in_finbert_60d,final_main,FinBERT 부정 확률 60일 평균,article asof_date <= trd_dd; published_date + 1 calendar day; backward merge_asof; 60d rolling aggregate
nlp_finbert_pos_60d,nlp_finbert,runpod_gpu_inference,nlp_kfinbert_pos_prob_mean_60d,True,selected_finbert_60d_sentiment_feature,919,0.4310506566604127,820,False,False,all_in_finbert_60d,final_main,FinBERT 긍정 확률 60일 평균,article asof_date <= trd_dd; published_date + 1 calendar day; backward merge_asof; 60d rolling aggregate
nlp_finbert_sent_60d,nlp_finbert,runpod_gpu_inference,nlp_kfinbert_sent_score_mean_60d,True,selected_finbert_60d_sentiment_feature,919,0.4310506566604127,820,False,False,all_in_finbert_60d,final_main,FinBERT 감성 점수 60일 평균,article asof_date <= trd_dd; published_date + 1 calendar day; backward merge_asof; 60d rolling aggregate
nlp_finbert_spread_60d,nlp_finbert,runpod_gpu_inference,nlp_kfinbert_neg_pos_spread_mean_60d,True,selected_finbert_60d_sentiment_feature,919,0.4310506566604127,820,False,False,all_in_finbert_60d,final_main,FinBERT 부정-긍정 스프레드 60일 평균,article asof_date <= trd_dd; published_date + 1 calendar day; backward merge_asof; 60d rolling aggregate
nlp_finbert_count_60d,nlp_finbert,runpod_gpu_inference,nlp_kfinbert_article_count_60d,True,selected_finbert_60d_sentiment_feature,2116,0.9924953095684804,176,False,False,all_in_finbert_60d,final_main,FinBERT 기사 수 60일 합계,article asof_date <= trd_dd; published_date + 1 calendar day; backward merge_asof; 60d rolling aggregate
